Country_code_9_digit,Country_code,Country_name,PCON_CODE,PCON_NAME,Cden_13,KS4_LEVEL2_13,KS4_LEVEL2_EM_13,KS4_LEVEL1_13,KS4_LEVEL1_EM_13,KS4_L2BASICS_13,KS4_EBACC_E_13,KS4_EBACC_13
,,,E14000919,Sheffield Central,433,381,276,418,404,278,151,91
,,,E14000920,Sheffield South East,740,562,422,725,717,448,129,73
,,,E14000921,"Sheffield, Brightside and Hillsborough",1083,776,478,986,937,484,280,116
,,,E14000922,"Sheffield, Hallam",1540,1192,1030,1466,1454,1061,771,498
,,,E14000923,"Sheffield, Heeley",1201,848,618,1052,1028,627,232,155
,,,E14000924,Sherwood,1015,868,611,984,974,617,399,223
,,,E14000925,Shipley,1140,984,690,1100,1077,694,481,336
,,,E14000926,Shrewsbury and Atcham,936,745,583,887,876,590,250,187
,,,E14000927,Sittingbourne and Sheppey,1321,1123,748,1273,1253,754,446,269
,,,E14000928,Skipton and Ripon,1109,1030,775,1092,1082,776,436,352
,,,E14000929,Sleaford and North Hykeham,1411,1289,909,1403,1395,914,785,455
,,,E14000930,Slough,1647,1545,1193,1630,1608,1198,505,433
,,,E14000931,Solihull,1627,1438,1171,1594,1581,1180,702,483
,,,E14000932,Somerton and Frome,934,677,531,904,894,533,418,242
,,,E14000933,South Basildon and East Thurrock,1170,889,644,1107,1074,658,408,248
,,,E14000934,South Cambridgeshire,1420,1243,1015,1363,1351,1022,828,582
,,,E14000935,South Derbyshire,860,660,435,827,814,442,165,110
,,,E14000936,South Dorset,550,383,275,509,496,281,226,93
,,,E14000937,South East Cambridgeshire,1259,1032,799,1201,1189,813,686,425
,,,E14000938,South East Cornwall,957,810,607,934,920,618,316,177
,,,E14000939,South Holland and The Deepings,1282,1014,746,1232,1205,758,529,294
,,,E14000940,South Leicestershire,966,818,588,946,927,589,201,125
,,,E14000941,South Norfolk,1055,805,649,1042,1038,660,512,243
,,,E14000942,South Northamptonshire,1367,1144,941,1337,1329,956,421,264
,,,E14000943,South Ribble,1456,1204,1024,1429,1422,1042,702,462
,,,E14000944,South Shields,1000,927,596,978,954,600,416,196
,,,E14000945,South Staffordshire,950,779,544,915,882,550,170,119
,,,E14000946,South Suffolk,938,655,498,903,891,510,312,185
,,,E14000947,South Swindon,1223,970,733,1190,1174,749,406,238
,,,E14000948,South Thanet,1583,1314,962,1509,1479,983,705,414
,,,E14000949,South West Bedfordshire,944,806,490,897,876,495,279,160
,,,E14000950,South West Devon,1209,1012,809,1172,1159,815,515,319
,,,E14000951,South West Hertfordshire,1047,848,769,1038,1036,779,585,388
,,,E14000952,South West Norfolk,928,612,454,886,867,464,115,66
,,,E14000953,South West Surrey,1073,889,728,1030,1023,739,549,373
,,,E14000954,South West Wiltshire,1043,815,629,1006,994,641,302,189
,,,E14000955,"Southampton, Itchen",929,814,561,896,876,570,265,139
,,,E14000956,"Southampton, Test",840,645,468,807,788,474,271,164
,,,E14000957,Southend West,1224,1039,863,1148,1132,873,512,427
,,,E14000958,Southport,933,783,581,893,886,586,453,261
,,,E14000959,Spelthorne,1001,811,602,975,966,619,468,242
,,,E14000960,St Albans,1455,1189,1046,1420,1396,1063,1018,655
,,,E14000961,St Austell and Newquay,1240,944,736,1196,1182,763,503,261
,,,E14000962,St Helens North,1234,1041,682,1180,1147,691,367,207
,,,E14000963,St Helens South and Whiston,906,820,512,888,872,513,216,163
,,,E14000964,St Ives,917,708,522,898,882,535,302,184
,,,E14000965,Stafford,1122,916,718,1096,1088,731,477,261
,,,E14000966,Staffordshire Moorlands,823,681,480,787,782,482,446,224
,,,E14000967,Stalybridge and Hyde,1154,911,694,1088,1079,714,407,202
,,,E14000968,Stevenage,1180,926,591,1099,1082,599,383,206
,,,E14000969,Stockport,433,364,256,397,391,256,215,136
,,,E14000970,Stockton North,690,564,360,627,603,362,115,88
,,,E14000971,Stockton South,1492,1210,893,1444,1411,908,542,339
,,,E14000972,Stoke-on-Trent Central,549,448,301,500,490,303,217,155
,,,E14000973,Stoke-on-Trent North,1288,1151,632,1243,1220,635,288,145
,,,E14000974,Stoke-on-Trent South,1036,805,499,1000,986,503,312,111
,,,E14000975,Stone,842,725,565,795,788,569,371,267
,,,E14000976,Stourbridge,914,688,546,875,867,552,181,138
,,,E14000977,Stratford-on-Avon,1138,930,780,1092,1077,784,467,358
,,,E14000978,Streatham,677,636,499,658,656,502,280,212
,,,E14000979,Stretford and Urmston,1064,896,617,1012,1011,628,265,218
,,,E14000980,Stroud,943,818,652,904,895,657,354,296
,,,E14000981,Suffolk Coastal,714,513,391,695,682,392,191,140
,,,E14000982,Sunderland Central,1205,1104,794,1173,1147,797,563,330
,,,E14000983,Surrey Heath,1035,847,695,994,984,712,435,299
,,,E14000984,Sutton and Cheam,1087,1003,812,1079,1073,818,473,383
,,,E14000985,Sutton Coldfield,1278,1232,1034,x,1269,1036,654,502
,,,E14000986,Tamworth,999,879,514,962,940,521,232,130
,,,E14000987,Tatton,667,470,379,632,628,395,261,169
,,,E14000988,Taunton Deane,1141,922,687,1101,1085,696,407,265
,,,E14000989,Telford,1069,911,576,1006,984,578,285,177
,,,E14000990,Tewkesbury,1199,959,649,1131,1119,658,300,197
,,,E14000991,The Cotswolds,1280,1070,878,1250,1248,888,566,418
,,,E14000992,The Wrekin,1245,1140,799,1220,1203,800,492,329
,,,E14000993,Thirsk and Malton,1064,848,656,1046,1039,661,444,304
,,,E14000994,Thornbury and Yate,987,751,560,940,929,566,412,250
,,,E14000995,Thurrock,1251,1113,698,1210,1176,698,303,180
,,,E14000996,Tiverton and Honiton,1016,762,640,978,968,651,416,288
,,,E14000997,Tonbridge and Malling,1201,1074,871,1162,1143,878,380,293
,,,E14000998,Tooting,890,733,567,837,828,578,560,343
,,,E14000999,Torbay,861,678,523,825,801,532,322,272
,,,E14001000,Torridge and West Devon,879,630,440,843,820,452,339,205
,,,E14001001,Totnes,1203,997,743,1163,1147,750,491,326
,,,E14001002,Tottenham,734,608,407,691,677,413,159,106
,,,E14001003,Truro and Falmouth,1034,796,631,995,985,643,442,294
,,,E14001004,Tunbridge Wells,1172,1067,897,1132,1113,905,720,525
,,,E14001005,Twickenham,922,778,617,882,872,622,494,395
,,,E14001006,Tynemouth,1270,1155,879,1227,1212,883,439,337
,,,E14001007,Uxbridge and South Ruislip,1186,973,676,1108,1100,682,406,275
,,,E14001008,Vauxhall,589,468,360,557,546,374,207,83
,,,E14001009,Wakefield,806,732,561,757,751,564,187,126
,,,E14001010,Wallasey,974,760,526,908,902,542,200,130
,,,E14001011,Walsall North,895,737,423,812,792,426,235,84
,,,E14001012,Walsall South,1060,900,633,993,971,635,322,265
,,,E14001013,Walthamstow,1164,936,645,1120,1100,656,331,214
,,,E14001014,Wansbeck,1243,1054,683,1161,1150,686,320,205
,,,E14001015,Wantage,1078,893,756,1041,1029,777,425,271
,,,E14001016,Warley,1259,1111,715,1231,1199,718,213,120
,,,E14001017,Warrington North,753,655,462,722,710,473,298,188
,,,E14001018,Warrington South,1702,1392,1150,1651,1642,1172,831,490
,,,E14001019,Warwick and Leamington,695,599,453,669,663,456,199,156
,,,E14001020,Washington and Sunderland West,1262,1133,754,1196,1164,759,425,218
,,,E14001021,Watford,1147,1042,858,1110,1090,863,487,351
,,,E14001022,Waveney,1332,1023,629,1261,1231,637,247,130
,,,E14001023,Wealden,879,700,553,826,818,567,280,213
,,,E14001024,Weaver Vale,1165,1006,850,1129,1121,859,495,357
,,,E14001025,Wellingborough,1191,950,636,1131,1114,647,376,192
,,,E14001026,Wells,1212,1016,771,1183,1172,775,473,296
,,,E14001027,Welwyn Hatfield,871,759,579,856,844,586,317,239
,,,E14001028,Wentworth and Dearne,1138,955,632,1090,1072,635,311,183
,,,E14001029,West Bromwich East,936,829,502,889,866,502,138,76
,,,E14001030,West Bromwich West,976,841,534,943,929,537,120,76
,,,E14001031,West Dorset,1382,1144,897,1361,1344,904,725,450
,,,E14001032,West Ham,2070,1592,1140,1987,1950,1155,644,396
,,,E14001033,West Lancashire,1179,984,736,1141,1119,742,576,364
,,,E14001034,West Suffolk,740,648,390,725,715,395,288,132
,,,E14001035,West Worcestershire,1038,767,620,1013,1000,626,367,238
,,,E14001036,Westminster North,798,670,506,783,773,516,310,193
,,,E14001037,Westmorland and Lonsdale,1041,843,658,1017,1005,680,409,271
,,,E14001038,Weston-Super-Mare,1130,884,660,1076,1061,666,204,131
,,,E14001039,Wigan,1266,1040,788,1242,1228,807,503,280
,,,E14001040,Wimbledon,1086,948,713,1065,1039,720,590,423
,,,E14001041,Winchester,1508,1301,1097,1455,1451,1102,805,640
,,,E14001042,Windsor,824,732,548,797,793,555,329,220
,,,E14001043,Wirral South,905,807,636,889,882,644,468,367
,,,E14001044,Wirral West,1158,1066,873,1129,1123,880,615,513
,,,E14001045,Witham,901,742,550,885,872,563,296,143
,,,E14001046,Witney,1238,944,780,1196,1186,790,468,325
,,,E14001047,Woking,879,761,610,830,821,615,388,269
,,,E14001048,Wokingham,1257,1082,917,1232,1225,937,514,408
,,,E14001049,Wolverhampton North East,1135,1020,689,1079,1063,693,184,72
,,,E14001050,Wolverhampton South East,980,857,532,936,910,535,219,103
,,,E14001051,Wolverhampton South West,977,811,615,932,923,618,408,290
,,,E14001052,Worcester,1063,925,648,1022,1010,653,247,169
,,,E14001053,Workington,814,655,444,785,767,450,270,171
,,,E14001054,Worsley and Eccles South,1162,962,627,1123,1108,630,338,191
,,,E14001055,Worthing West,523,401,306,478,472,307,94,60
,,,E14001056,Wycombe,1002,908,779,990,985,782,568,504
,,,E14001057,Wyre and Preston North,1516,1374,1007,1476,1457,1019,502,334
,,,E14001058,Wyre Forest,968,813,563,930,915,571,260,169
,,,E14001059,Wythenshawe and Sale East,853,718,500,795,775,502,299,216
,,,E14001060,Yeovil,1186,946,675,1145,1104,683,385,213
,,,E14001061,York Central,751,653,477,731,726,477,302,178
,,,E14001062,York Outer,975,856,687,962,952,692,398,278
